,index,comment,n_star,date_time,label,positive_count,neutral_count,negative_count
6149,6149,good máy đẹp pin trâu cấu_hình mạnh giá tầm trung trải nghiệm mượt,5,2020-03-05,Positive,4,1,0
6150,6150,hiệu_năng ngon hơi ấm cảm_giác cầm chơi lâu mỏi khó thao_tác game loa ở chơi game tay_cầm che mất loa hơi khó_chịu nhân_viên nhiệt_tình,5,2020-06-04,Positive,2,0,1
6151,6151,đầy một năm camera sài hmm hỏi bên mình bảo_hành camera ạ thất_vọng qá,3,2019-12-20,Negative,0,0,2
6152,6152,hôm_nay em mới mua sản_phẩm ở đmx ban đâu em tính mua dòng điện_thoại khác nhờ tư_vấn nhiệt_tình anh lân chị hạnh hỗ_trợ em trong lựa_chọn sản_phẩm phù_hợp mình em cảm_thấy hài_lòng về phục_vụ chu_đáo anh_chị_em xin cảm_ơn ạ,5,2020-12-08,Positive,1,0,0
6153,6153,mới mua máy dùng tốt cấu_hình máy chuẩn chống nước bụi biết chuẩn nào,4,2020-06-08,Positive,1,1,0
6154,6154,máy a10s ko dùng smart witch ch play tải tìm ko thấy ứng_dụng em dùng apksure tải về cài báo_ứng_dụng chờ cài_đặt,1,2019-10-09,Negative,0,0,1
6155,6155,dùng 15 tháng thiết_kế đẹp camera sắc nét pin ổn máy mượt tội mở khóa vân tay lỗi định đổi con iphone dùng nghĩ thấy con ko quá tệ dùng,5,2020-07-05,Positive,4,0,1
6156,6156,máy mới mua 2 ngày cảm_ứng tệ chậm đơ chính_sách 1 đổi 1 biết đmx áp_dụng thế_nào 1 chút lo_lắng,3,2019-11-19,Negative,0,1,1
6157,6157,mọi thứ tốt lỗi nghe nhạc vấp sạc nhanh bình_thường sạc thua oppo f9,3,2019-06-11,Negative,1,0,2
6158,6158,thật chán mua sài 1 tháng mấy màn_hình giật lắc tùm_lum đem bảo_hành lần 1 hãng nói lỗi phần_mềm chạy chương_trình sài 1 tuần giật tiếp đem bảo_hành lần 2 nói đòi mở bung máy kiểm_tra linh_kiện phần_cứng lần khỏi sài hãng samsung quá trời mệt,1,2019-10-31,Negative,0,0,3
6159,6159,mua hàng tgdd thị_xã long mỹ máy đẹp vân tay nhạy pin nhanh hết mặc_dù 5000m,2,2020-04-19,Negative,1,0,2
6160,6160,sài 7 thángvẫn còn ngon màng hình đẹp và rõ nét chíp snapdragon 730 mạnh chơi game khỏepin sài 15 ngàybao sàisài quài lo hết pinsạc từ 15 đến 100 chỉ khoảng 80 đến 90 phút tùy nhiệt_độ môi_trường cao hay thấpnói chung ok lúc mua 10490000d với bây_giờ quá rẻnên mua,5,2020-04-21,Positive,5,0,0
6161,6161,samsung cải_tiến dòng a cảm_ứng vân tay khá nhạy chụp hình đẹp hơn a50 nhân_viên đẹp tư_vấn nhiệt_tình vui_vẻ thích mua hàng ở tgdd,5,2019-12-27,Positive,3,0,0
6162,6162,em đủ tiền ạ em sắp đủ ạ quả máy chất thực luôn game vô_tư,5,2020-04-21,Negative,0,0,0
6163,6163,mới mua về sáng kịp xài thấy sp đẹp camera dc chức_năng tốt trong tầm giá thử game liên_quân combat hơi giật lag mình mua ba mình xài nghe gọi youtube ok đc,4,2020-02-15,Positive,2,1,1
6164,6164,mới mua vài ngàymáy cầm_chắc chắnvỏ bóng bẩydùng mượt giật lagpin 2 ngày mới hết facebookwebsendosoppelazadavvchip sd 720 yêu rồicam ổn trong tầm giánói chung giá ăn tái_mấy anh samsung,5,2020-09-05,Positive,4,1,0
6165,6165,mua hôm ở tgdd nhân_viên nhiệt_tình chơi game khá tốt pin tuột hơi nhanh,5,2019-01-06,Positive,2,0,1
6166,6166,sản_phẩm xài tốt mượt cấu_hình mạnh chụp hình đẹp nóng máy pin xài quá ok,5,2018-10-10,Positive,4,0,0
6167,6167,e hỏi s đt mới mua ve nó nhah hết pin k khác gi vs đt trc ma mjh sd,4,2020-01-14,Negative,0,0,0
6168,6168,mọi thứ ổn pin tạm chiến game mượt chip a12 mạnh_mẽ thiết_kế giống x camera xịn xò,5,2020-04-29,Positive,3,2,0
6169,6169,sử_dụng hơi lag phiền_phức ở chổ ứng_dụng premision control tắt 1 tháng chảy màn_hình,1,2019-07-09,Negative,0,0,2
6170,6170,cảm_nhận dùng quá tuyệt_vời nhân_viên nhiệt_tình tiếc thích màu đỏ k tìm đâu pin đủ dùng tác vụ nhẹ nhu_cầu bt,5,2020-05-07,Positive,2,2,0
6171,6171,mình mua sài thử cập_nhật phiên_bản mới nhất lỗi blutooth dù mình đem cửa_hàng yêu_cầu đổi máy mới ko khắc_phục dc lỗi blutooth,3,2020-10-01,Negative,0,0,1
6172,6172,xài khá ổn tấn nền hơi xấu pin trâu thấy mn chê thật con ngon samsung mình xài r biếtmn đừng nhìn cấu_hình đánh_giá em nó,5,2020-02-13,Positive,2,0,1
6173,6173,pin sụt nhanh âm_thanh nghe nhạc đạt gọi zalo hay nhại phân khúc tầm trung kém,3,2019-05-13,Negative,0,1,3
6174,6174,chả hiểu sao người chê chê xuống nói_chung viết nói_chung trong phân khúc chẳng chê pin ngoại_hình cấu_hình mua dùng cảm_nhận,5,2020-05-04,Positive,1,0,0
6175,6175,máy sử_dụng ok chụp ảnh hơi chán cấu_hình tốt trong tầm giá hình đẹp cảm_giác cầm nắm tốt bắt wifi hơi kém,5,2020-06-02,Positive,4,1,2
6176,6176,mình mới mua sử_dụng quá ok nghe gọi chính còn về biết,5,2019-11-25,Positive,1,0,0
6177,6177,lòa ngoài hơi nhỏ tốt vsmart làm tiếng camera thò thụt nhỏ hơn,5,2020-03-30,Neutral,0,1,0
6178,6178,máy đơ mở khóa ko ăn đổi máy khác đc ko lỗi mong phản_hồi tgdd,1,2020-04-15,Negative,0,0,1
6179,6179,thương_hiệu samsung chất_lượng nv thế_giới di_động tư_vấn bán hàng nhiệt_tình đt xài tốt mẫu đẹp cầm đầm tay triệu like,5,2020-07-13,Positive,3,0,0
6180,6180,tuyệt_vời giá 5tr4 chíp snap 720g màn_hình to đẹp game mượt pin trâu nói_chung quá hài_lòng về xiaomi,5,2020-04-28,Positive,5,1,0
6181,6181,máy tốt màn_hình rộng khiến trải nghiệm chi ok chơi game mượt nè nói_chung trong tầm giá 6tr trở xuống con cân hết mọi đối_thủ,5,2020-04-29,Positive,3,1,0
6182,6182,thật thất_vọng về số lần game call of duty đc 2 trận bắt_đầu đen màn_hình văg game bảo_hành máy mới tình_trạng thế,3,2020-02-06,Negative,0,0,2
6183,6183,dùng thích màn đẹp sạc nhanh chụp ảnh ảo đc mý siêu nhẹ cầm lâu ko cảm_giác mỏi tay,5,2020-04-21,Positive,5,0,0
6184,6184,sao mình mua máy về dùng máy chạy mượt tội sạc pin nâu quá sạc 5h 6h mới đầy,4,2020-04-21,Neutral,1,0,1
6185,6185,mình mua ngày 165 tới 275 lỗi bàn_phím đc đổi máy mới biết còn mọi thứ ổn mình xài chủ_yếu tác vụ văn_phòng chơi game pin 2 ngày mới sạc dù đi đổi máy nhân_viên tgdd tôn đản nhiệt_tình_cảm_ơnhi,4,2020-05-28,Positive,2,1,1
6186,6186,đt e mua 3 tháng nay sạc đủ 100 pin ròi tắt hết mạng 3 tiếng còn 80 pin sao ạ,4,2019-09-30,Negative,0,0,1
6187,6187,trải nghiệm sản_phẩm mình thấy máy đáp_ứng tốt nhu_cầu cơ_bản hàng ngày thời_lượng pin thể gọi trâu thực ấn_tượng lắm hỗ_trợ giao_diện miui 11 mới nhất android 10 cập_nhật thời_gian gần camera chụp ổn trong tầm giá màn_hình hiển_thị rõ_ràng sắc nét màu_sắc ổn xin chân_thành cảm_ơn hỗ_trợ bạn nhân_viên tgdđ điện_máy xanh,5,2020-03-17,Positive,5,1,0
6188,6188,mình mua máy chiều camera quảng_cáo tụt pin nhanh vân rau chậm chế_độ siêu tiết_kiệm pin vivo nói_chung thích lắm,3,2020-03-08,Negative,0,0,4
6189,6189,pin trâu sóng khỏe bắc wifi mạnh ok pin sử_dụng 2e 2 3 ngày đc,5,2020-03-17,Positive,2,0,0
6190,6190,mua đc 1 tuần máy ngonpin khựngspen cải tiếnmàn hình sắc nétnói chung tuyệtrất đáng đồng_tiền mình mua tgdd dài năm,5,2019-08-11,Positive,4,0,1
6191,6191,mới mua đc 2 ngày thấy ổn pin ko đc kỳ_vọng lắm bù đc sạc nhanh ok chơi game mượt mặc_dù đôi hơi lag một tý ko vấn_đề sp tầm trung v mình cảm_nhận thấy tạm ổn còn xem một tg mới biết đượctạm đánh_giá 5s,5,2020-02-07,Neutral,0,3,0
6192,6192,khong biết bcn android 10 thế nàohiện dám cập_nhật sản_phẩm pin lâulổi nhận tin nhắn quá chậm2đt tk mes con lenovo phab2 nhận truớc hơn 1 phut con joi3 mới chuông báo nhận,3,2020-04-21,Negative,1,1,1
6193,6193,xài máy 1 tuần máy thiết_kế đẹp pin trâu cực lướt web chơi game cực 5 sao s20,5,2020-06-14,Positive,3,0,0
6194,6194,giờ trỡ đi nói khưng dt samsungquản cáo cấu đời tớiđến sài_giật lag kiểumua 2 tháng giờ gọi dtzalo củng ngta nghe yon hã hãtrong mình la chết cmn bên nàybên kia vẩn hã hãdkm sai_lầm mua,1,2020-04-20,Negative,0,0,3
6195,6195,tốt pin trâu máy mượt đẹp dùng đc một tuần thấy hiện_tượng bất_ổn cảm_ứng vân tay ok lâu_lâu ko nhạy lắm,5,2020-03-25,Positive,4,1,0
6196,6196,sao một tháng sử_dụng hình_ảnh đẹp camera đẹp quay_phim lo rè pin tụt nhanh sạc nóng lướt web đơ wifi chập_chờn khá thất_vọng hơn 10 ngày đem dmx bảo gởi đi bảo_hành xong bảo máy ổn chán,3,2020-04-21,Negative,2,0,5
6197,6197,ok về mọi mặt pin trâu sóng khoe dùng hàng vsmart ủng_hộ hàng việt nam quá tệ,5,2020-04-21,Positive,3,0,1
6198,6198,xài 1 thời_gian thấy pin tụt khá nhanh bù máy chạy mượt nóng chụp màn_hình nhanh bằng vuốt ba ngón tay đầu chụp,3,2020-10-03,Negative,1,0,2
6199,6199,máy mỏng đẹp tay pin ổn mức giá nokia 23 tuyệt sống wifi tốt nhìn_chung minh hài_lòng sản_phẩm,5,2020-05-30,Positive,4,1,0
6200,6200,mới lấy về tặng sinh_nhật bà_xã thấy mượt đẹp chụp ảnh khỏi chê nói_chung tuyệt_vời còn nói cách phục_vụ anh quản_lý tên nam ở hàng ngã tư phan đăng lưu phan xích long dể thương cực_kỳ luôn ủng_hộ tgdd uy_tín làm tin_tưởng,5,2019-01-11,Positive,4,0,0
6201,6201,mới mua máy test 1 tháng thấy ok mọi người ơi giá tầm nói_chung mua màu_sắc bắt_mắt lắm,5,2020-06-29,Positive,2,1,0
6202,6202,máy tốt cảm_giác pin tụt nhanh mấy ngày đầu h tốt r liên_quân chơi 3 tiếng hau 30 mạng tốt hút wifi mạnh,5,2020-08-01,Positive,3,0,0
6203,6203,máy tuyệt đẹp sang_trọng pin trâu_bò về phần_mềm thể chê đâu tội hơi đắt,5,2018-01-19,Positive,2,0,1
6204,6204,nhân_viên tư_vấn bán hàng nhiệt_tình nói ip xài ngon luôn chụp hình nghe nhạc tất ok pin tạm ổn khuyên mọi người mua sử_dụng,5,2019-02-04,Positive,4,1,0
6205,6205,dùng chơi clash of clans thấy ổn mua 3 ngày điện_thoại flagship cơ đến mức tệ mọi người bình_phẩm,4,2020-01-31,Positive,1,1,0
6206,6206,vsmart active 3 xài ở mức tạm ổn chơi game ít lag chức_năng còn hạn_chế chụp hình ở mức khá mình nghĩ camera tầm 20mp k 48mp vsmart giới_thiệu pin k trâu xài liên_tục tầm nguyên ngày mức giá 4tr mình chấm con 810 đ,4,2020-03-31,Neutral,0,3,2
6207,6207,mua vợ dùng xem youtube dùng 1 thời_gian nó loạn cảm_ứng ấn nút nguồn tắt mh bật mới ok đi bảo_hành họ reset máy chả ăn_thua đúng tào_lao,1,2020-04-21,Negative,0,0,2
6208,6208,mua máy xài 1 tuần máy chạy mượt pin trâu camera chụp đêm khá tốt quá ưng e nó,5,2020-02-22,Positive,4,0,0
6209,6209,máy mua tết 9tr giờ giảm xuống vài triệu mua sài 5 tháng sạc nó nóng muốn nổ đt facebook nó chập chập sai_lầm mua đt nàyae ý_định mua bỏ đi ạ,1,2020-06-05,Negative,0,1,3
6210,6210,hog bik mn sử_dụng sao tôi mới mua con cảm_giác con pin 5000 nó thấy yếu yếu sao ấy còn thua con redmi note 7 cũ tui pin trong vòng 30p ko làm j máy cx tụt pin 2,3,2020-08-08,Negative,0,0,1
6211,6211,dùng mượtnhưng sạc pin mất hơn 2 tiếng nhanh hết pinnhân_viên tư_vấn nhiệt_tình,5,2018-12-27,Positive,2,0,1
6212,6212,tuyệt_vời chắc_chắn tôi mua cấu_hình xịn pin khủng thể tin nổi tự_hào hàng việt nam chất_lượng cao,5,2020-04-21,Positive,4,0,0
6213,6213,camera a70 sao ko dùng dk nó công_dụng hơi tò_mò ai sủ_dụng a70 thắc_mắc chung ý_kiến,3,2019-11-23,Negative,0,0,1
6214,6214,sử_dụng ứng_dụng kép trò_chơi biết sao trợ_giúp mọi người,3,2020-04-21,Negative,0,0,1
6215,6215,vsmart joy 3 nhà sản_xuất gửi bản cập_nhật sửa_chữa tính_năng r nha bạn bắt wifi bao mạnh,5,2020-03-13,Positive,1,1,0
6216,6216,mình mua máy đc 5 tháng bjo giờ mình muốn trả máy mình mất bao_nhiêu tiền phụ_kiện đầy_đủ,3,2020-07-30,Neutral,0,1,0
6217,6217,mua máy hôm ông chúxem phim chụp ảnh tốt trong tầm giákhong đối hỏi thêm,5,2020-12-06,Positive,2,1,0
6218,6218,đt đẹp cammera đủ dùng pin trâu chip mát màn to dùng đãngoài thấy lỗi,5,2020-04-15,Positive,5,1,0
6219,6219,máy chơi game khá dc hình đẹp pin trâu mấy khác tâm già hí ok mn mua,5,2020-05-22,Positive,4,1,0
6220,6220,chụp ảnh ok tốt pin trâu chơi game khá mượt ý ưng bé vivo u10 phết mua nha,4,2020-04-01,Positive,4,0,0
6221,6221,mình mua đc 3 tháng dùng ok sao dạo lỗi thẻ sim liên_tục ai biết lm thế_nào k khởi_động đc một,4,2020-05-28,Neutral,1,0,1
6222,6222,mới lấy 7plus về 2 ngày đem đổi trả lỗi nhỏ phần_cứng tí thôi dùng ko ảnh_hưởng ý kỹ mới thấy nhân_viên hỗ_trợ kỹ_thuật nhiệt_tình am_hiểu điềm_đạm đầy 5f bóc tiếp máy mới sp đáng lựa_chọn trong tầm giá tin tường về chế_độ bảo_hành tgdđ,5,2019-08-09,Positive,2,1,1
6223,6223,máy đẹp pin trâu sạc nhanhcammara đẹpvân tay nhận_dạng gương_mặt nhanhso oppo f11 pro mình sài ok hơn,5,2020-04-26,Positive,5,0,0
6224,6224,mình mua iphone plus 32gb tgdđ máy xài tốt tội pin mau hết quá cấu_hình iphone khỏi chê mượt,5,2017-01-06,Positive,2,0,1
6225,6225,tất mọi thứ ok tuần đầu_tiên sử_dụng sang tuần thứ 2 thấy pin tụt bắt_đầu nhanh chơi game đc 1h tụt đến 15 pin đấy chơi pubg còn chơi pubg 3h 90 xuống 20 luôn,2,2020-08-04,Neutral,1,0,1
6226,6226,máy ok chạy mượt nhanh nhân_viên thế_giới di_động chổ mình mua nhiệt_tình còn mới mua coi hết chức_năng dòng máy,5,2019-09-12,Positive,3,0,0
6227,6227,mới xài 2 ngày cấu_hình tốt chụp hình xóa_phông tốt cảm_biến vân tay nhạy chơi facebook nhanh,5,2019-02-13,Positive,3,0,0
6228,6228,máy dùng ổn trong tầm giá pin dùng ổn chơi game khỏi bàn fps ổn_định,5,2020-02-23,Positive,3,1,0
6229,6229,bin trâu tuyệt_vời xem phim giờ mất 6 7 sạc đầy xem phim chơi game hỗn_hợp hơn khoảng 10 tiếngwifi đánh liên_quân củng ổn k giật,5,2019-08-11,Positive,2,0,0
6230,6230,mới dùng mượt nhébỏ tiền đối vs máy ko hối_hận nhé,5,2019-05-30,Positive,2,0,0
6231,6231,thấy mọi người ai than máy hay lỗi kiamình mua hôm lễ 304 đến bây_giờ máy hoạt_động tốtk bất_lỗi nhỏ nàomình tess kỹ chắc mình hên hay sao nen mới mua dc con máy ngon zmình người kĩ_tính,5,2020-04-21,Positive,1,0,0
6232,6232,máy ngon giá rẻ cấu_hình tốt pin ổn màu giống trong hình thêm màu trắng đẹp,5,2020-06-04,Positive,3,0,1
6233,6233,hiện sd cảm_thấy máy ok mua may_mắn ngày đc nhận kmãi hỗ_trợ trả_góp tốt nhah chóg,5,2020-01-16,Positive,2,0,0
6234,6234,máy ok nha mọi người hay nói yếu sóng tí sao phàn_nàn về ram tải về sài_ok,5,2020-03-07,Negative,1,1,1
6235,6235,sao máy xiaomi redmi note 9s thể nghe âm_thanh 4d trái game pubg trong tất máy xiaomi khác thể nghe bình_thường,4,2020-12-08,Negative,0,0,1
6236,6236,mình thấy máy khá ổn hôm mua về tụt pin hơi lô hôm sạc oke máy xài nóng ở camera quá tính mai đi đổi khác xem ntn,4,2020-04-29,Negative,1,1,1
6237,6237,quá_trình trải nghiệm máy mức giá thấy vô đối trong phân khúc máy 10000000đ luôn mình xài hãng trung quốc giật lag kinh_hoàng máy mượtpin xài hoài hết,5,2020-04-20,Positive,3,1,0
6238,6238,sản_phẩm mua ngày 19 xài mượt pin trâu chơi game gọi video call zalo hay fb hình_ảnh mờnhược điểm còn thứ khác khỏi chê,4,2019-08-09,Positive,3,0,1
6239,6239,mình mua 3 ngày máy mượt pin lâu 2 ngày hết đáng tiền mua nhân_viên nice luôn,5,2020-07-07,Positive,4,0,0
6240,6240,máy mua đc 1 tuần r cảm_thấy sài hơi nóng còn ok liên_quân chơi mượt,4,2020-08-05,Neutral,0,1,0
6241,6241,hổ trợ lỗi vân tay vân tay nào máy nhận mở khóa ban_đầu minh nghĩ con minh nét tương_đồng nhận_dạng khuôn_mặt nhầm sáng nay đưa bé e thử vân tay mới biết,1,2019-11-25,Negative,0,0,1
6242,6242,tính thế_giới di_động mua sản_phẩm samsung a71nhưng thấy fpt sop bán giá rẻ hơn giá 8490000 đ 2 cửa_hàng ở gần nhaucùng 1 loại hàng giá sao giá khác nhauxin hỏi sao,5,2020-08-05,Negative,0,0,0
6243,6243,sản_phẩm mình hồi năm 2017 dùng tốt camera đẹp loa to khỏi bàn cải nhìn màn_hình cầm sướng tay,5,2018-06-28,Positive,5,0,0
6244,6244,mình nhận sả phẩm siêu_thị_thực ưng_ý lắm mong_đợi cấu_hình ko mượt chơi game hơi lag,1,2020-10-08,Negative,0,0,2
6245,6245,máy kém kết_nối 4g wifi cực kém rom 128g chơi game lag xem youtube quá mờ xem phim mờ cảm_ứng bàn_phím thường_xuyên delay mặc_dù người dùng oppo nói a31 bản 2020 mới mua tháng 42020 quá kém,1,2020-05-17,Negative,0,0,3
6246,6246,gần 3 tháng sử_dụng máy dùng tốt ko lag chơi game ko giật mọi thứ khá ổn mới pin hơi tốn dung_lượng síu cập_nhật hệ_thống 2 lần nói_chung tốt ngon hơn redmi 8,5,2020-04-21,Positive,2,0,1
6247,6247,mình mua dc 1 tháng phát_hiện màn lồi_lõm mang đi bảo_hành ko biết dc đổi khác thất_vọng qóa,1,2020-06-04,Negative,0,1,2
6248,6248,mình mới mua ss a70 khoảng 6 tháng ko rơi nước xuống sàn tối chơi games đi ngủ sặc pin sáng dậy ko màn_hình chuông báo cuộc_gọi đến ttbh ss họ tháo thấy quỳ đổi màu ko bảo_hành họ bảo hỏng màn_hình mình đồng_ý thay màn_hình ko ttbh bảo thay main ko bảo_hành,1,2020-10-07,Negative,0,1,1
6249,6249,xài hơn 2 tháng oke mình hổi ốp lưng realme 5pro xài chung realme 5i đc ko ạ,5,2020-04-21,Positive,1,0,0
6250,6250,sản_phẩm đẹp sang giá ok pin trâu mượt lắm luônlần ủng_hộ tgdđ tiếp,5,2019-08-06,Positive,5,0,0
6251,6251,mọi thứ ok đến pin tụt nhanh hơn tượng tượng ko biết máy bác em ko,4,2020-02-21,Negative,0,0,1
6252,6252,mình mua ở điện_máy xanh một tuần một tuần trãi nghiệm hơi thất_vọng thua oppo luôn chụp hình mờ_ảo màu đỏ thành màu bắt sóng wf kém hối_hận mua máy giờ đổi con khác mất phí dùng chán,2,2020-06-28,Negative,0,0,3
6253,6253,dc đổi máy mới về sd 1 ngày bluetooth bt sang ngày hôm tình_trạng giật giật tiếp_diễn máy cũ,2,2020-01-15,Negative,0,0,1
6254,6254,máy ổn dùng 4 ngày pin trâu cực chơi game lướt face ok tốn ít còn sạc nhanh best luôn chụp ảnh rõ nét tuy_nhiên cảm_biến hơi nhạy cầm đt sáng màn_hình r,5,2019-09-17,Positive,4,0,0
6255,6255,thấy mọi thứ ổn pin tụt nhanh quá 4500mah thấy 3500mah,3,2020-01-15,Neutral,1,0,1
6256,6256,sản_phẩm ok loa to sản phẩmvừa vs giá tiền loa thoại hơi bất_tiện tí nói_chung tam ổn,3,2019-10-15,Neutral,1,2,0
6257,6257,bắt sóng wifl quá kem hay quảng_cáo tào_lao bực_mình mới mua 2ngày noi chung qúa tệ,1,2020-11-06,Negative,0,0,3
6258,6258,máy mic ro thu âm kém máy mic ro thu âm kémmáy mic ro thu âm kémmáy mic ro thu âm kém,3,2020-04-21,Negative,0,0,1
6259,6259,mọi thứ ok hiểu sao người khác gọi đến mình thỉnh_thoảng thuê_bao chán lắm luôn tắt nguồn đi mở mới gọi,1,2019-02-11,Negative,0,0,2
6260,6260,nhân_viên tgdd nhiệt_tình chu_đáo mới trải nghiệm thấy sản_phẩm sử_dụng dễ_dàng mượt camera tạm ổn,5,2020-02-04,Positive,2,1,0
6261,6261,2loa nhung nghe được1 bên bắt mạng 4g wf cực kém nhanh hết pin mong xem quá tệ,1,2020-12-03,Negative,0,0,3
6262,6262,mua sản_phẩm samsung nha ace ý_kiến riêng mình hiệu_ứng thấp ngang dòng oppo xiaomivivo realme giá mắc hơn sản_phẩm lỗi bạn nào may_mắn trong 1 tháng nó lỗi còn đổi 1 tháng lỗi xác_định chịu lỗ nói_chung dòng samsung bạn cân_nhắc mua sản_phẩm,1,2020-09-06,Negative,0,0,2
6263,6263,ổn tầm giá giá thể đòi_hỏi quá thao_tác chạm nhạy lắm camera ổn nói_chung giá chấp_nhận,4,2019-10-14,Positive,2,1,1
6264,6264,tệ moi 1 tháng mà đơ rui nhảy tum lum àh jo k biết làm_sao được,1,2019-10-25,Negative,0,0,2
6265,6265,mình hỏi mình mới mua sp bên tgdđ mình sử_dụng 30 ngày pin chai mất 1 pin vấn_đề mọi người thanks all,3,2019-12-17,Neutral,0,1,0
6266,6266,dùng 1 năm camera đèn_pin hư k dùng tiền thay camera khá đắt 1112000vnđ hầu ai dùng đt,2,2020-09-08,Negative,0,0,2
6267,6267,sản_phẩm cực tệ mới mua về lỗi k sạc đc ngoai tgdd đổi_mới tiếp_tục lỗi mất tiếng game k bt làm_sao điện_thoại chục triệu lỗi tùm_lum,1,2019-01-08,Negative,0,0,4
6268,6268,máy đẹp mạng ổn sử_dụng tốt trong f youtube sài đc vài tuần máy treo màn_hình bin hư thất_vọng,3,2019-10-05,Positive,3,0,2
6269,6269,máy mới mua sài mượt ok nhân_viên tư_vấn nhiệt_tình pin sài trâu 20 sài gần 2tieng mới hết sạc nhanh nói_chung hợp tầm giá,5,2019-12-08,Positive,4,1,0
6270,6270,viết ai sắp ý_định muađể viết bài đánh_giá mất 15phúttìm sdt phản_hồi mất 10 phchốt chậm hơn 1 con bò đọc báo còn k xongvừa mua gọi điện trả máy bảo mất 20 tôi 800knuốt hận,1,2020-05-23,Negative,0,0,2
6271,6271,thật mượt tốt tầm giá 6tr chơi game đỉnh tôi chơi ff max đồ_họa mượt,5,2020-04-06,Positive,1,0,0
6272,6272,máy trải nghiệm tuyệt_vời sử_dụng gần 2 tháng bữa_nay chơi game free fire thử 1 giờ 43 phút mất 18 pin đêm mất nào sử_dụng tầm 2 ngày ok chụp hình quay_phim quá đẹp vân tay màn_hình đáng tiền bỏ đầu định mua đọc bình_luận thấy nản quyết_định mua luôn ai_ngờ quá tuyệt_vời,5,2020-04-15,Positive,5,0,0
6273,6273,mấy bạn chơi game chọn mấy con chip snap ổn_định hơn k nóng máy giật lag mấy con ss dành sống ảo thôi mua k tìm_hiểu đánh_giá xầm xí,5,2020-05-24,Negative,0,0,0
6274,6274,máy quá hịnpin trâu vô mình xài toàn 4g khôngmáy mua về chịu vọc tí ngon,5,2020-05-31,Positive,2,0,0
6275,6275,mình duy chuyển nhìu sài 4g ngày con bắt sóng 4g iếu thua con j7 pro sài lấy vsmart live vợ sài thử con ngon hơn con a50,3,2019-11-30,Negative,0,0,2
6276,6276,mình mua máy ngày 1322019 đến nay dùng ngon tương_lai gần ý_định đổi máy máy mình 18 tháng pin còn 91 dùng thời_lượng tạm ổn nói_chung ngày sạc 2 lần bình_thường chụp ảnh ổn máy màu đen ghẻ_lở hắc_lào dán cacbon dùng ốp kệ chẳng quan_tâm bạn sạc sạc zin máy hàng lởm pin no nhanh chai,5,2020-04-21,Neutral,1,2,1
6277,6277,mẫu_mã máy thiết_kế tinh_tế máy xài khá tốt pin trâu chơi game mượt chụp ảnh đẹp dành tặng 5 sao dòng máy,5,2019-04-10,Positive,5,0,0
6278,6278,sản_phẩm còn 1 vài nhược_điểm màn_hình hơi tối loa hay bảo_hành chăm_sóc khách_hàng tgdđ tôi mua thị_trấn vĩnh anvĩnh cửu đồng nai quá tuyệt_vời sẵn_sàng đổi sản_phẩm mới quản_lý nhân_viên luôn lễ_phép tươi_cười tận_tình chu_đáo thân_thiện khách_hàng mong tgdđ gương_mặt tốt_ngày nâng cao thương_hiệu mình,5,2020-04-21,Negative,1,0,2
6279,6279,biết thế dành tiền mua ip7 cũ dùng sướng hơn máy thật nhanh nóng dù chơi game pin vài tuần đầu về tụt rõ lí nghe nhạc loa ngoài khá chán nghe bằng tai_nghe thi_thoảng hay ngắt nhạc khá khó_chịu mình chơi pubg mức đồ_hoạ thấp nhất chơi đúng trận đầu_tiên xong ổn trận thứ 2 trở đi máy nóng nhanh lag giật thực chán,2,2020-02-06,Negative,0,0,4
6280,6280,máy ngon pin trâu hiệu_năng tốt trong tầm giá nhân_viên tgdđ nhiệt_tình chu_đáo,5,2019-06-18,Positive,4,1,0
6281,6281,sai_lầm mua ram 8g quá đơchẳng nết j suy_nghĩ thêm về trả hàng,1,2019-12-29,Negative,0,0,2
6282,6282,a50s tốtnhưng cảm_biến vân tay thi vô_tệđã đỗi máy khác vậylúc mới cài_đặt xong vân tay mở khóa nhạyqua hôm khớp khôngthử cài vân tay tình_trạng cũmong hãng sớm cập_nhật phần_mềm xem saochứ giờ vân tay tệ,3,2020-06-05,Neutral,1,0,1
6283,6283,1 câu thui good nhân_viên chăm_sóc khách_hàng nhiệt_tình luôn_luôn ủng_hộ tgdd,5,2020-04-21,Positive,2,0,0
6284,6284,mua 1 tháng sat pin 20 khoản hơn 2h 99pin tạm đọc truyện online chrome lau lâu đơ máy ấn nút đa bình_thường lạicập nhật hệ_thống xong thấy pin tuột khá nhanh,3,2020-04-21,Negative,0,1,1
6285,6285,sản_phẩm dùng khá tốt trong tầm giá pin khoẻ dùng thoải máy trong ngày sử_dụng mượt hơn vos 30 nhân_viên tư_vấn nhiệt_tình,4,2020-08-15,Positive,4,1,0
6286,6286,tầm giá em quá ổn mua về sài mượt chơi game ổn_định luôn pin nó thua a9 mình thấy sài củng lâu hết pin chụp hình oppo khỏi nói quá tuyệt_vời nhân_viên shop nhiệt_tình ok,5,2020-09-03,Positive,4,2,0
6287,6287,mình mới mua về 2 tuầnchiến game mượt pin trâu coi trong tầm giá khỏi bàn r,5,2020-04-24,Positive,2,1,0
